,Energy (MeV),mu/rho (cm2/g),mu_en/rho (cm2/g),Z
8,0.0016883,4421.0,4391.0,64
9,0.00178195,4164.0,4136.0,64
10,0.0018808,3691.0,3666.0,64
11,0.002,3360.0,3337.0,64
12,0.003,1292.0,1280.0,64
13,0.004,638.0,629.6,64
14,0.005,365.3,358.4,64
15,0.006,230.5,224.6,64
16,0.0072428,142.9,137.9,64
17,0.00757876,342.7,308.8,64
18,0.0079303,304.9,275.5,64
19,0.008,406.8,359.5,64
20,0.0083756,363.1,322.3,64
21,0.01,269.3,241.6,64
22,0.015,93.35,85.38,64
23,0.02,43.63,39.94,64
24,0.03,14.84,13.33,64
25,0.04,6.92,6.0329999999999995,64
26,0.05,3.859,3.242,64
27,0.050239099999999995,3.812,3.199,64
28,0.06,11.75,4.7219999999999995,64
29,0.08,5.5729999999999995,2.937,64
30,0.1,3.109,1.849,64
31,0.15,1.1,0.7197,64
32,0.2,0.5534,0.3584,64
33,0.3,0.241,0.1409,64
34,0.4,0.1517,0.08039,64
35,0.5,0.1139,0.0565,64
36,0.6,0.09371,0.04483,64
37,0.8,0.07252,0.03399,64
38,1.0,0.0612,0.02893,64
39,1.25,0.05262000000000001,0.0253,64
40,1.5,0.04759,0.02325,64
41,2.0,0.04228,0.02144,64
42,3.0,0.03865,0.02129,64
43,4.0,0.03802,0.02241,64
44,5.0,0.038439999999999995,0.02374,64
45,6.0,0.03928,0.02502,64
46,8.0,0.04147,0.02725,64
47,10.0,0.04384,0.029019999999999997,64
48,15.0,0.04943,0.03188,64
49,20.0,0.05385,0.03306,64
0,0.001,2396.0,2386.0,65
1,0.00111409,1956.0,1946.0,65
2,0.0012412,1591.0,1581.0,65
3,0.00125799,3515.0,3488.0,65
4,0.001275,5023.0,4984.0,65
5,0.0015,5314.0,5274.0,65
6,0.0016113,4464.0,4431.0,65
7,0.00168769,4635.0,4601.0,65
8,0.0017677,4166.0,4135.0,65
9,0.00186493,3929.0,3899.0,65
10,0.0019675,3482.0,3456.0,65
11,0.002,3507.0,3481.0,65
12,0.003,1354.0,1342.0,65
13,0.004,669.7,660.7,65
14,0.005,383.8,376.5,65
15,0.006,242.3,236.2,65
16,0.007514,136.8,131.8,65
17,0.008,313.3,281.0,65
18,0.0082516,288.1,259.0,65
19,0.00847673,368.4,323.9,65
20,0.008708,344.1,303.3,65
21,0.01,281.5,250.2,65
22,0.015,98.02,89.14,65
23,0.02,45.88,41.84,65
24,0.03,15.63,14.02,65
25,0.04,7.287999999999999,6.357,65
26,0.05,4.064,3.4219999999999997,65
27,0.0519957,3.6719999999999997,3.068,65
28,0.06,12.23,4.673,65
29,0.08,5.8260000000000005,2.986,65
30,0.1,3.253,1.899,65
31,0.15,1.151,0.7474,65
32,0.2,0.5775,0.3736,65
33,0.3,0.2498,0.147,65
34,0.4,0.1562,0.08354,65
35,0.5,0.1167,0.05842000000000001,65
36,0.6,0.09562000000000001,0.04614,65
37,0.8,0.07365,0.03474,65
38,1.0,0.06196,0.029419999999999998,65
39,1.25,0.05321,0.02565,65
40,1.5,0.04808,0.02352,65
41,2.0,0.04272,0.02166,65
42,3.0,0.039080000000000004,0.021509999999999998,65
43,4.0,0.03848,0.02266,65
44,5.0,0.038939999999999995,0.02402,65
45,6.0,0.039810000000000005,0.02532,65
46,8.0,0.04206,0.02758,65
47,10.0,0.044489999999999995,0.02937,65
48,15.0,0.05017,0.03224,65
49,20.0,0.0547,0.03343,65
0,0.001,2494.0,2483.0,66
1,0.00113794,1953.0,1943.0,66
2,0.0012949,1521.0,1511.0,66
3,0.00131356,3293.0,3265.0,66
4,0.0013325,4745.0,4704.0,66
5,0.0015,5550.0,5503.0,66
6,0.0016756,4229.0,4194.0,66
7,0.00175674,4382.0,4345.0,66
8,0.0018418,3924.0,3892.0,66
9,0.002,3467.0,3438.0,66
10,0.0020468,3286.0,3259.0,66
11,0.003,1405.0,1391.0,66
12,0.004,695.3,685.8,66
13,0.005,398.8,391.3,66
14,0.006,252.0,245.6,66
15,0.0077901,129.9,124.9,66
16,0.008,326.9,290.6,66
17,0.0085806,269.5,241.0,66
18,0.00881013,345.2,301.3,66
19,0.0090458,322.8,282.6,66
20,0.01,290.2,255.4,66
21,0.015,101.6,91.87,66
22,0.02,47.65,43.28,66
23,0.03,16.25,14.56,66
24,0.04,7.582000000000001,6.6160000000000005,66
25,0.05,4.227,3.5660000000000003,66
26,0.053788499999999996,3.5,2.911,66
27,0.06,12.59,4.553999999999999,66
28,0.08,6.0120000000000005,2.9930000000000003,66
29,0.1,3.36,1.925,66
30,0.15,1.189,0.766,66
31,0.2,0.5953,0.3846,66
32,0.3,0.2558,0.1514,66
33,0.4,0.159,0.08578,66
34,0.5,0.1181,0.05971,66
35,0.6,0.09644,0.046939999999999996,66
36,0.8,0.07393,0.035089999999999996,66
37,1.0,0.06204,0.029580000000000002,66
38,1.25,0.05318,0.0257,66
39,1.5,0.048010000000000004,0.02352,66
40,2.0,0.04265,0.02163,66
41,3.0,0.03905,0.021490000000000002,66
42,4.0,0.03848,0.02264,66
43,5.0,0.03896,0.02401,66
44,6.0,0.03986,0.02532,66
45,8.0,0.04214,0.02758,66
46,10.0,0.0446,0.02938,66
47,15.0,0.05033,0.03223,66
48,20.0,0.054920000000000004,0.03342,66
0,0.001,2616.0,2605.0,67
1,0.0011625,1961.0,1951.0,67
2,0.0013514,1462.0,1452.0,67
3,0.0013713,3193.0,3164.0,67
4,0.0013915,4528.0,4485.0,67
5,0.0015,5847.0,5790.0,67
6,0.0017412,4038.0,4001.0,67
7,0.00182975,4161.0,4122.0,67
8,0.0019228,3703.0,3669.0,67
9,0.002,3590.0,3558.0,67
10,0.0021283,3127.0,3099.0,67
11,0.003,1465.0,1450.0,67
12,0.004,726.4,716.4,67
13,0.005,417.0,409.1,67
14,0.006,263.6,257.0,67
15,0.008,127.1,122.0,67
16,0.0080711,124.2,119.2,67
17,0.00848389,288.9,256.0,67
18,0.0089178,254.0,226.0,67
19,0.0091529,325.9,282.5,67
20,0.0093942,305.1,265.2,67
21,0.01,301.2,262.3,67
22,0.015,106.0,95.21,67
23,0.02,49.8,45.04,67
24,0.03,17.01,15.21,67
25,0.04,7.94,6.928,67
26,0.05,4.425,3.74,67
27,0.0556177,3.361,2.783,67
28,0.06,13.09,4.466,67
29,0.08,6.244,3.015,67
30,0.1,3.492,1.9609999999999999,67
31,0.15,1.236,0.7901,67
32,0.2,0.6178,0.3984,67
33,0.3,0.2639,0.157,67
34,0.4,0.1629,0.08868999999999999,67
35,0.5,0.1205,0.06145,67
36,0.6,0.098,0.04811,67
37,0.8,0.07477,0.035710000000000006,67
38,1.0,0.06257,0.02997,67
39,1.25,0.05351,0.02593,67
40,1.5,0.04828,0.02369,67
41,2.0,0.04289,0.02175,67
42,3.0,0.0393,0.02161,67
43,4.0,0.03877,0.02279,67
44,5.0,0.03927,0.02417,67
45,6.0,0.0402,0.025490000000000002,67
46,8.0,0.04253,0.02777,67
47,10.0,0.04504,0.029580000000000002,67
48,15.0,0.05088,0.03245,67
49,20.0,0.055510000000000004,0.03363,67
0,0.001,2748.0,2737.0,68
1,0.00118714,1978.0,1967.0,68
2,0.0014093,1408.0,1397.0,68
3,0.00143113,3170.0,3138.0,68
4,0.0014533,4339.0,4293.0,68
5,0.0015,6069.0,6003.0,68
6,0.0018118,3841.0,3802.0,68
7,0.002,3523.0,3488.0,68
8,0.0020058,3499.0,3464.0,68
9,0.00210376,3337.0,3304.0,68
10,0.0022065,2995.0,2965.0,68
11,0.003,1526.0,1510.0,68
12,0.004,758.7,748.0,68
13,0.005,435.9,427.6,68
14,0.006,275.7,268.8,68
15,0.008,133.0,127.8,68
16,0.0083579,119.0,114.0,68
17,0.00879944,279.9,241.2,68
18,0.0092643,239.7,212.1,68
19,0.00950468,308.0,265.0,68
20,0.0097513,288.6,249.1,68
21,0.01,312.9,269.4,68
22,0.015,110.6,98.6,68
23,0.02,52.04,46.83,68
24,0.03,17.8,15.88,68
25,0.04,8.315,7.252999999999999,68
26,0.05,4.6339999999999995,3.9219999999999997,68
27,0.0574855,3.2319999999999998,2.6639999999999997,68
28,0.06,13.62,4.349,68
29,0.08,6.478,3.028,68
30,0.1,3.628,1.995,68
31,0.15,1.285,0.8141,68
32,0.2,0.6415,0.4125,68
33,0.3,0.2724,0.1629,68
34,0.4,0.1672,0.09172999999999999,68
35,0.5,0.123,0.06329,68
36,0.6,0.09967999999999999,0.049339999999999995,68
37,0.8,0.07569,0.03638,68
38,1.0,0.06317,0.0304,68
39,1.25,0.05392,0.0262,68
40,1.5,0.0486,0.023880000000000002,68
41,2.0,0.04317,0.0219,68
42,3.0,0.039580000000000004,0.021759999999999998,68
43,4.0,0.03907,0.02295,68
44,5.0,0.03961,0.02435,68
45,6.0,0.04056,0.025689999999999998,68
46,8.0,0.04294,0.027989999999999998,68
47,10.0,0.045489999999999996,0.029810000000000003,68
48,15.0,0.051410000000000004,0.03268,68
49,20.0,0.05612999999999999,0.03387,68
0,0.001,2899.0,2888.0,69
1,0.00121149,1995.0,1984.0,69
2,0.0014677,1362.0,1352.0,69
3,0.0015,3937.0,3892.0,69
4,0.0015146,4145.0,4098.0,69
5,0.00168946,4446.0,4395.0,69
6,0.0018845,3668.0,3627.0,69
7,0.002,3686.0,3646.0,69
8,0.0020898,3326.0,3290.0,69
9,0.00219562,3160.0,3125.0,69
10,0.0023068,2821.0,2791.0,69
11,0.003,1594.0,1576.0,69
12,0.004,794.6,783.1,69
13,0.005,456.9,448.2,69
14,0.006,289.2,282.0,69
15,0.008,139.7,134.2,69
16,0.008648,114.6,109.6,69
17,0.00911959,260.9,228.4,69
18,0.0096169,227.4,200.1,69
19,0.01,283.0,242.0,69
20,0.010115700000000002,274.5,235.1,69
21,0.015,115.7,102.3,69
22,0.02,54.53,48.82,69
23,0.03,18.68,16.63,69
24,0.04,8.735,7.615,69
25,0.05,4.867,4.124,69
26,0.059389599999999994,3.122,2.562,69
27,0.06,14.09,4.203,69
28,0.08,6.7410000000000005,3.0439999999999996,69
29,0.1,3.78,2.033,69
30,0.15,1.34,0.841,69
31,0.2,0.6682,0.4283,69
32,0.3,0.2822,0.1695,69
33,0.4,0.1722,0.09522,69
34,0.5,0.1261,0.06544,69
35,0.6,0.1018,0.05081,69
36,0.8,0.07693,0.03721,69
37,1.0,0.06404,0.03095,69
38,1.25,0.05455,0.02658,69
39,1.5,0.04912,0.02417,69
40,2.0,0.04362,0.02214,69
41,3.0,0.04002,0.02199,69
42,4.0,0.03954,0.023209999999999998,69
43,5.0,0.0401,0.024630000000000003,69
44,6.0,0.04108,0.02598,69
45,8.0,0.043519999999999996,0.028319999999999998,69
46,10.0,0.04612,0.030160000000000003,69
47,15.0,0.052160000000000005,0.03305,69
48,20.0,0.056979999999999996,0.03424,69
0,0.001,3017.0,3006.0,70
1,0.0015,1350.0,1340.0,70
2,0.0015278,1300.0,1289.0,70
3,0.00155186,2949.0,2914.0,70
4,0.0015763,3908.0,3859.0,70
5,0.00175313,4200.0,4146.0,70
6,0.0019498,3495.0,3453.0,70
7,0.002,3797.0,3751.0,70
8,0.002173,3128.0,3091.0,70
9,0.00228278,2970.0,2935.0,70
10,0.0023981,2652.0,2621.0,70
11,0.003,1640.0,1620.0,70
12,0.004,819.3,807.2,70
13,0.005,471.7,462.6,70
14,0.006,298.8,291.3,70
15,0.008,144.4,138.9,70
16,0.0089436,108.8,103.9,70
17,0.00944675,251.1,213.4,70
18,0.0099782,212.8,186.2,70
19,0.01,289.3,244.4,70
20,0.010486399999999998,257.7,218.9,70
21,0.015,119.3,104.7,70
22,0.02,56.28,50.12,70
23,0.03,19.32,17.16,70
24,0.04,9.04,7.875,70
25,0.05,5.038,4.273,70
26,0.06,3.147,2.5839999999999996,70
27,0.0613323,2.975,2.432,70
28,0.08,6.909,3.008,70
29,0.1,3.8810000000000002,2.0380000000000003,70
30,0.15,1.3780000000000001,0.8554,70
31,0.2,0.686,0.4381,70
32,0.3,0.2882,0.1737,70
33,0.4,0.1749,0.09741,70
34,0.5,0.1274,0.06671,70
35,0.6,0.1025,0.05159,70
36,0.8,0.0771,0.03754,70
37,1.0,0.06397,0.03107,70
38,1.25,0.05439,0.02658,70
39,1.5,0.04895,0.024130000000000002,70
40,2.0,0.04347,0.022080000000000002,70
41,3.0,0.039889999999999995,0.02191,70
42,4.0,0.039439999999999996,0.02314,70
43,5.0,0.04002,0.024569999999999998,70
44,6.0,0.041010000000000005,0.02593,70
45,8.0,0.04347,0.028260000000000004,70
46,10.0,0.04609,0.0301,70
47,15.0,0.05218,0.03302,70
48,20.0,0.057,0.03419,70
0,0.001,3187.0,3175.0,71
1,0.0015,1424.0,1413.0,71
2,0.0015885,1264.0,1253.0,71
3,0.00161375,2302.0,2273.0,71
4,0.0016394,3442.0,3396.0,71
5,0.002,3452.0,3406.0,71
6,0.0020236,3352.0,3307.0,71
7,0.00214019,3397.0,3352.0,71
8,0.0022635,2969.0,2931.0,71
9,0.00237462,2826.0,2790.0,71
10,0.0024912,2531.0,2499.0,71
11,0.003,1710.0,1688.0,71
12,0.004,856.0,843.0,71
13,0.005,493.4,483.9,71
14,0.006,312.9,305.1,71
15,0.008,151.3,145.6,71
16,0.0092441,104.9,99.94,71
17,0.01,221.1,191.6,71
18,0.010348600000000001,201.9,175.6,71
19,0.010606299999999999,267.6,219.0,71
20,0.010870399999999999,245.0,206.5,71
21,0.015,124.7,108.4,71
22,0.02,58.81,52.06,71
23,0.03,20.23,17.91,71
24,0.04,9.472000000000001,8.242,71
25,0.05,5.279,4.48,71
26,0.06,3.2969999999999997,2.7119999999999997,71
27,0.0633138,2.8739999999999997,2.339,71
28,0.08,7.1610000000000005,3.0,71
29,0.1,4.033,2.0669999999999997,71
30,0.15,1.433,0.8805,71
31,0.2,0.713,0.4534,71
32,0.3,0.2981,0.1803,71
33,0.4,0.1799,0.1009,71
34,0.5,0.1305,0.06886,71
35,0.6,0.1046,0.05306,71
36,0.8,0.07829,0.038360000000000005,71
37,1.0,0.06477999999999999,0.03161,71
38,1.25,0.05496,0.02695,71
39,1.5,0.04941,0.02441,71
40,2.0,0.04385,0.02228,71
41,3.0,0.04028,0.022119999999999997,71
42,4.0,0.03985,0.02337,71
43,5.0,0.04045,0.02481,71
44,6.0,0.04147,0.026180000000000002,71
45,8.0,0.04398,0.02853,71
46,10.0,0.04664,0.03038,71
47,15.0,0.052820000000000006,0.03329,71
48,20.0,0.05773,0.034460000000000005,71
0,0.001,3335.0,3324.0,72
1,0.0015,1489.0,1478.0,72
2,0.0016617,1203.0,1192.0,72
3,0.00168883,2189.0,2160.0,72
4,0.0017164,3273.0,3225.0,72
5,0.002,3598.0,3546.0,72
6,0.0021076,3152.0,3108.0,72
7,0.00223278,3182.0,3137.0,72
8,0.0023654,2769.0,2731.0,72
9,0.00248036,2637.0,2601.0,72
10,0.0026009,2363.0,2331.0,72
11,0.003,1768.0,1745.0,72
12,0.004,885.9,872.0,72
13,0.005,511.3,501.3,72
14,0.006,324.4,316.4,72
15,0.008,157.1,151.2,72
16,0.0095607,99.97,95.1,72
17,0.01,230.1,197.5,72
18,0.0107394,189.4,163.9,72
19,0.011001799999999999,252.2,204.2,72
20,0.011270700000000002,230.6,192.8,72
21,0.015,129.0,111.1,72
22,0.02,60.87,53.53,72
23,0.03,20.98,18.51,72
24,0.04,9.828,8.542,72
25,0.05,5.478,4.651,72
26,0.06,3.42,2.82,72
27,0.0653508,2.7510000000000003,2.228,72
28,0.08,7.352,2.958,72
29,0.1,4.154,2.075,72
30,0.15,1.4769999999999999,0.8973,72
31,0.2,0.7339,0.4645,72
32,0.3,0.3054,0.1853,72
33,0.4,0.1834,0.1035,72
34,0.5,0.1324,0.07044,72
35,0.6,0.1058,0.05409,72
36,0.8,0.0788,0.038860000000000006,72
37,1.0,0.06502000000000001,0.03188,72
38,1.25,0.05505,0.02708,72
39,1.5,0.04944,0.02447,72
40,2.0,0.04387,0.0223,72
41,3.0,0.0403,0.022119999999999997,72
42,4.0,0.039889999999999995,0.02338,72
43,5.0,0.04052,0.02483,72
44,6.0,0.04155,0.0262,72
45,8.0,0.04409,0.02855,72
46,10.0,0.04677,0.0304,72
47,15.0,0.05301,0.0333,72
48,20.0,0.057960000000000005,0.03445,72
0,0.001,3510.0,3498.0,73
1,0.0015,1566.0,1555.0,73
2,0.0017351,1154.0,1144.0,73
3,0.00176391,2053.0,2024.0,73
4,0.0017932,3082.0,3034.0,73
5,0.002,3771.0,3711.0,73
6,0.002194,2985.0,2939.0,73
7,0.0023273,3003.0,2957.0,73
8,0.0024687,2604.0,2566.0,73
9,0.00258558,2486.0,2449.0,73
10,0.002708,2233.0,2201.0,73
11,0.003,1838.0,1812.0,73
12,0.004,922.2,907.3,73
13,0.005,532.8,522.3,73
14,0.006,338.2,329.9,73
15,0.008,163.9,157.9,73
16,0.0098811,95.99,91.17,73
17,0.01,237.9,202.1,73
18,0.011136100000000001,179.1,154.0,73
19,0.0114055,239.3,191.7,73
20,0.0116815,218.2,181.1,73
21,0.015,134.0,114.3,73
22,0.02,63.34,55.32,73
23,0.03,21.87,19.23,73
24,0.04,10.25,8.899,73
25,0.05,5.7170000000000005,4.854,73
26,0.06,3.569,2.947,73
27,0.0674164,2.6519999999999997,2.1390000000000002,73
28,0.08,7.587000000000001,2.924,73
29,0.1,4.302,2.092,73
30,0.15,1.531,0.9188,73
31,0.2,0.7598,0.4784,73
32,0.3,0.3149,0.1915,73
33,0.4,0.1881,0.1069,73
34,0.5,0.1352,0.07247999999999999,73
35,0.6,0.1076,0.05545,73
36,0.8,0.07981,0.0396,73
37,1.0,0.06567,0.03235,73
38,1.25,0.05545,0.027360000000000002,73
39,1.5,0.04977,0.02468,73
40,2.0,0.04413,0.02245,73
41,3.0,0.04057,0.022269999999999998,73
42,4.0,0.04018,0.023540000000000002,73
43,5.0,0.04082,0.024990000000000002,73
44,6.0,0.04188,0.02638,73
45,8.0,0.04446,0.028739999999999998,73
46,10.0,0.04717,0.03058,73
47,15.0,0.0535,0.03349,73
48,20.0,0.05852,0.03464,73
0,0.001,3683.0,3671.0,74
1,0.0015,1643.0,1632.0,74
2,0.0018092,1108.0,1097.0,74
3,0.00184014,1911.0,1883.0,74
4,0.0018716,2901.0,2853.0,74
5,0.002,3922.0,3853.0,74
6,0.002281,2828.0,2781.0,74
7,0.0024235,2833.0,2786.0,74
8,0.0025749,2445.0,2407.0,74
9,0.00269447,2339.0,2301.0,74
10,0.0028196,2104.0,2071.0,74
11,0.003,1902.0,1873.0,74
12,0.004,956.4,940.5,74
13,0.005,553.4,542.3,74
14,0.006,351.4,342.8,74
15,0.008,170.5,164.3,74
16,0.01,96.91,92.04,74
17,0.0102068,92.01,87.24,74
18,0.0108548,198.3,168.4,74
19,0.011544,168.9,144.4,74
20,0.0118186,226.8,179.7,74
21,0.012099799999999999,206.5,169.9,74
22,0.015,138.9,117.2,74
23,0.02,65.73,56.97,74
24,0.03,22.73,19.91,74
25,0.04,10.67,9.24,74
26,0.05,5.949,5.05,74
27,0.06,3.713,3.07,74
28,0.069525,2.552,2.049,74
29,0.08,7.81,2.8789999999999996,74
30,0.1,4.438,2.1,74
31,0.15,1.581,0.9378,74
32,0.2,0.7844,0.4913,74
33,0.3,0.3238,0.1973,74
34,0.4,0.1925,0.11,74
35,0.5,0.1378,0.0744,74
36,0.6,0.1093,0.056729999999999996,74
37,0.8,0.08066,0.04028,74
38,1.0,0.06617999999999999,0.032760000000000004,74
39,1.25,0.05577000000000001,0.027610000000000003,74
40,1.5,0.05,0.02484,74
41,2.0,0.04433,0.02256,74
42,3.0,0.04075,0.022359999999999998,74
43,4.0,0.04038,0.02363,74
44,5.0,0.041030000000000004,0.0251,74
45,6.0,0.0421,0.026489999999999996,74
46,8.0,0.044719999999999996,0.028860000000000004,74
47,10.0,0.04747,0.030719999999999997,74
48,15.0,0.05384,0.0336,74
49,20.0,0.058929999999999996,0.03475,74
0,0.001,3872.0,3860.0,75
1,0.0015,1729.0,1717.0,75
2,0.0018224,1147.0,1135.0,75
3,0.00188459,1251.0,1235.0,75
4,0.0019489,2689.0,2642.0,75
5,0.002,3773.0,3702.0,75
6,0.0023673,2696.0,2648.0,75
7,0.00251955,2686.0,2639.0,75
8,0.0026816,2309.0,2270.0,75
9,0.00280386,2210.0,2174.0,75
10,0.0029317,1992.0,1959.0,75
11,0.003,1972.0,1939.0,75
12,0.004,994.3,977.1,75
13,0.005,575.9,564.2,75
14,0.006,366.0,356.9,75
15,0.008,177.8,171.4,75
16,0.01,101.1,96.1,75
17,0.0105353,88.58,83.86,75
18,0.0112245,196.4,159.4,75
19,0.011958700000000001,160.0,136.0,75
20,0.0122394,207.9,169.0,75
21,0.012526700000000002,196.1,160.0,75
22,0.015,144.0,120.1,75
23,0.02,68.35,58.76,75
24,0.03,23.67,20.64,75
25,0.04,11.12,9.613999999999999,75
26,0.05,6.206,5.265,75
27,0.06,3.872,3.205,75
28,0.07167639999999999,2.464,1.97,75
29,0.08,8.068999999999999,2.832,75
30,0.1,4.587,2.1069999999999998,75
31,0.15,1.6369999999999998,0.958,75
32,0.2,0.8119,0.5054,75
33,0.3,0.3339,0.2038,75
34,0.4,0.1976,0.1135,75
35,0.5,0.1409,0.07658,75
36,0.6,0.1114,0.05822000000000001,75
37,0.8,0.08179,0.041089999999999995,75
38,1.0,0.06688,0.03327,75
39,1.25,0.05627000000000001,0.027939999999999996,75
40,1.5,0.05038,0.02508,75
41,2.0,0.04463,0.02273,75
42,3.0,0.04105,0.02251,75
43,4.0,0.04068,0.0238,75
44,5.0,0.04137,0.025269999999999997,75
45,6.0,0.042460000000000005,0.02667,75
46,8.0,0.045110000000000004,0.029060000000000002,75
47,10.0,0.0479,0.03092,75
48,15.0,0.05437,0.033819999999999996,75
49,20.0,0.05952999999999999,0.034960000000000005,75
0,0.001,4032.0,4019.0,76
1,0.0015,1801.0,1790.0,76
2,0.0019601,1023.0,1012.0,76
3,0.002,2218.0,2179.0,76
4,0.0020308,2622.0,2573.0,76
5,0.00223385,2852.0,2797.0,76
6,0.0024572,2546.0,2498.0,76
7,0.00261935,2524.0,2478.0,76
8,0.0027922,2161.0,2123.0,76
9,0.003,1938.0,1904.0,76
10,0.0030485,1869.0,1836.0,76
11,0.004,1023.0,1004.0,76
12,0.005,593.6,581.3,76
13,0.006,377.6,368.2,76
14,0.008,183.6,177.0,76
15,0.01,104.5,99.4,76
16,0.010870900000000001,84.58,79.94,76
17,0.011603299999999999,186.0,149.5,76
18,0.012385,150.3,127.1,76
19,0.012673100000000001,195.6,157.6,76
20,0.012968,184.6,149.4,76
21,0.015,147.8,121.8,76
22,0.02,70.39,59.99,76
23,0.03,24.43,21.2,76
24,0.04,11.49,9.907,76
25,0.05,6.414,5.437,76
26,0.06,4.002,3.3139999999999996,76
27,0.07387080000000001,2.36,1.879,76
28,0.08,8.29,2.7560000000000002,76
29,0.1,4.696000000000001,2.092,76
30,0.15,1.68,0.9696,76
31,0.2,0.8327,0.515,76
32,0.3,0.3414,0.2085,76
33,0.4,0.2011,0.1161,76
34,0.5,0.1428,0.07812999999999999,76
35,0.6,0.1125,0.05923,76
36,0.8,0.08224,0.041569999999999996,76
37,1.0,0.06705,0.033510000000000005,76
38,1.25,0.05625,0.02802,76
39,1.5,0.050339999999999996,0.02511,76
40,2.0,0.04458,0.022719999999999997,76
41,3.0,0.041,0.02248,76
42,4.0,0.04065,0.02376,76
43,5.0,0.041339999999999995,0.025230000000000002,76
44,6.0,0.04244,0.02663,76
45,8.0,0.045110000000000004,0.02901,76
46,10.0,0.04791,0.030860000000000002,76
47,15.0,0.05442,0.03375,76
48,20.0,0.05956,0.03486,76
0,0.001,4243.0,4230.0,77
1,0.0015,1898.0,1886.0,77
2,0.002,1032.0,1021.0,77
3,0.0020404,988.2,977.1,77
4,0.0020779,1492.0,1466.0,77
5,0.0021161,2478.0,2429.0,77
6,0.00232326,2621.0,2566.0,77
7,0.0025507,2424.0,2376.0,77
8,0.00272382,2393.0,2345.0,77
9,0.0029087,2041.0,2002.0,77
10,0.003,2011.0,1973.0,77
11,0.0031737,1767.0,1734.0,77
12,0.004,1063.0,1043.0,77
13,0.005,617.8,604.7,77
14,0.006,393.5,383.7,77
15,0.008,191.4,184.6,77
16,0.01,109.0,103.8,77
17,0.0112154,81.55,76.95,77
18,0.0119928,170.2,141.8,77
19,0.012824100000000001,142.6,119.9,77
20,0.0131179,193.3,148.6,77
21,0.0134185,175.6,140.9,77
22,0.015,153.0,124.4,77
23,0.02,73.17,61.79,77
24,0.03,25.46,21.98,77
25,0.04,11.99,10.3,77
26,0.05,6.693,5.667000000000001,77
27,0.06,4.176,3.46,77
28,0.076111,2.2840000000000003,1.81,77
29,0.08,8.585,2.694,77
30,0.1,4.855,2.093,77
31,0.15,1.74,0.9903,77
32,0.2,0.8628,0.529,77
33,0.3,0.3525,0.2155,77
34,0.4,0.2068,0.1199,77
35,0.5,0.1463,0.08054,77
36,0.6,0.1149,0.06088,77
37,0.8,0.08357,0.0425,77
38,1.0,0.06794,0.03412,77
39,1.25,0.05687999999999999,0.02843,77
40,1.5,0.05083,0.02541,77
41,2.0,0.04501,0.02295,77
42,3.0,0.041389999999999996,0.022690000000000002,77
43,4.0,0.04104,0.02398,77
44,5.0,0.04174,0.02546,77
45,6.0,0.04286,0.026869999999999998,77
46,8.0,0.04558,0.029269999999999997,77
47,10.0,0.04844,0.03115,77
48,15.0,0.055020000000000006,0.03405,77
49,20.0,0.060239999999999995,0.035160000000000004,77
0,0.001,4433.0,4421.0,78
1,0.0015,1986.0,1974.0,78
2,0.002,1081.0,1069.0,78
3,0.0021216,950.6,939.3,78
4,0.00216138,1431.0,1405.0,78
5,0.0022019,2341.0,2292.0,78
6,0.00241348,2512.0,2457.0,78
7,0.0026454,2307.0,2258.0,78
8,0.003,1965.0,1925.0,78
9,0.0030265,1923.0,1884.0,78
10,0.00315838,1844.0,1806.0,78
11,0.003296,1671.0,1637.0,78
12,0.004,1100.0,1078.0,78
13,0.005,640.2,626.2,78
14,0.006,408.3,397.9,78
15,0.008,198.7,191.7,78
16,0.01,113.2,107.8,78
17,0.0115637,78.44,73.88,78
18,0.0123887,161.8,133.9,78
19,0.0132726,134.9,112.7,78
20,0.013572899999999999,184.8,139.5,78
21,0.0138799,166.6,132.5,78
22,0.015,157.8,126.5,78
23,0.02,75.74,63.33,78
24,0.03,26.41,22.68,78
25,0.04,12.45,10.67,78
26,0.05,6.954,5.879,78
27,0.06,4.3389999999999995,3.595,78
28,0.0783948,2.2030000000000003,1.7380000000000002,78
29,0.08,8.731,2.592,78
30,0.1,4.993,2.081,78
31,0.15,1.795,1.006,78
32,0.2,0.8896,0.5413,78
33,0.3,0.3625,0.2216,78
34,0.4,0.2118,0.1233,78
35,0.5,0.1492,0.08265,78
36,0.6,0.1168,0.0623,78
37,0.8,0.08456,0.04325,78
38,1.0,0.06857,0.034589999999999996,78
39,1.25,0.05727,0.028710000000000003,78
40,1.5,0.05112,0.0256,78
41,2.0,0.045219999999999996,0.02307,78
42,3.0,0.0416,0.02279,78
43,4.0,0.04124,0.02408,78
44,5.0,0.041960000000000004,0.02557,78
45,6.0,0.0431,0.026989999999999997,78
46,8.0,0.04584,0.02939,78
47,10.0,0.04872,0.03127,78
48,15.0,0.05537,0.03418,78
49,20.0,0.06064,0.035289999999999995,78
0,0.001,4652.0,4639.0,79
1,0.0015,2089.0,2076.0,79
2,0.002,1137.0,1125.0,79
3,0.0022057,918.7,907.4,79
4,0.00224799,1386.0,1360.0,79
5,0.0022911,2258.0,2208.0,79
6,0.00250689,2380.0,2325.0,79
7,0.002743,2203.0,2154.0,79
8,0.003,2049.0,2005.0,79
