,Energy (MeV),mu/rho (cm2/g),mu_en/rho (cm2/g),Z
9,0.0031478,1822.0,1783.0,79
10,0.00328343,1748.0,1710.0,79
11,0.0034249,1585.0,1552.0,79
12,0.004,1144.0,1120.0,79
13,0.005,666.1,651.2,79
14,0.006,425.3,414.3,79
15,0.008,207.2,199.9,79
16,0.01,118.1,112.6,79
17,0.0119187,75.82,71.29,79
18,0.012794,154.6,127.2,79
19,0.013733600000000002,128.3,106.6,79
20,0.0140398,176.6,131.7,79
21,0.014352799999999999,158.8,125.2,79
22,0.015,163.7,129.4,79
23,0.02,78.83,65.22,79
24,0.03,27.52,23.49,79
25,0.04,12.98,11.09,79
26,0.05,7.256,6.124,79
27,0.06,4.5280000000000005,3.7510000000000003,79
28,0.08,2.185,1.72,79
29,0.08072489999999999,2.137,1.6780000000000002,79
30,0.1,5.1579999999999995,2.074,79
31,0.15,1.86,1.026,79
32,0.2,0.9214,0.5563,79
33,0.3,0.3744,0.2289,79
34,0.4,0.218,0.1274,79
35,0.5,0.153,0.08523,79
36,0.6,0.1194,0.06409,79
37,0.8,0.08603,0.04427,79
38,1.0,0.06953,0.03525,79
39,1.25,0.05794,0.02915,79
40,1.5,0.05167000000000001,0.02593,79
41,2.0,0.0457,0.02333,79
42,3.0,0.042010000000000006,0.02302,79
43,4.0,0.04166,0.024319999999999998,79
44,5.0,0.04239,0.02582,79
45,6.0,0.04355,0.02725,79
46,8.0,0.04633,0.02968,79
47,10.0,0.049260000000000005,0.03159,79
48,15.0,0.055979999999999995,0.0345,79
49,20.0,0.061360000000000005,0.03565,79
0,0.001,4830.0,4817.0,80
1,0.0015,2174.0,2161.0,80
2,0.002,1184.0,1172.0,80
3,0.0022949,877.3,866.0,80
4,0.00233947,1407.0,1378.0,80
5,0.0023849,2151.0,2101.0,80
6,0.00260577,2257.0,2202.0,80
7,0.0028471,2080.0,2030.0,80
8,0.003,2117.0,2069.0,80
9,0.0032785,1704.0,1666.0,80
10,0.00341712,1638.0,1600.0,80
11,0.0035616,1486.0,1454.0,80
12,0.004,1179.0,1153.0,80
13,0.005,686.9,671.0,80
14,0.006,438.7,427.2,80
15,0.008,214.0,206.5,80
16,0.01,122.1,116.4,80
17,0.0122839,72.66,68.21,80
18,0.0132113,146.4,119.7,80
19,0.014208700000000001,120.9,99.88,80
20,0.014520600000000002,167.4,123.3,80
21,0.0148393,150.1,117.3,80
22,0.015,168.1,130.7,80
23,0.02,81.23,66.47,80
24,0.03,28.41,24.1,80
25,0.04,13.42,11.41,80
26,0.05,7.504,6.321000000000001,80
27,0.06,4.683,3.878,80
28,0.08,2.259,1.7819999999999998,80
29,0.0831023,2.055,1.607,80
30,0.1,5.279,2.043,80
31,0.15,1.909,1.036,80
32,0.2,0.9456,0.5661,80
33,0.3,0.3834,0.2342,80
34,0.4,0.2224,0.1304,80
35,0.5,0.1555,0.08711,80
36,0.6,0.121,0.06536,80
37,0.8,0.08678999999999999,0.04493,80
38,1.0,0.06992999999999999,0.03563,80
39,1.25,0.05814,0.02936,80
40,1.5,0.051789999999999996,0.02605,80
41,2.0,0.04575,0.02339,80
42,3.0,0.042069999999999996,0.02307,80
43,4.0,0.04172,0.02436,80
44,5.0,0.042460000000000005,0.02586,80
45,6.0,0.04362,0.0273,80
46,8.0,0.04643,0.02975,80
47,10.0,0.04937,0.03165,80
48,15.0,0.05612999999999999,0.0346,80
49,20.0,0.06154,0.03576,80
0,0.001,5008.0,4995.0,81
1,0.0015,2259.0,2247.0,81
2,0.002,1231.0,1219.0,81
3,0.0023893,835.2,824.0,81
4,0.00243673,1582.0,1546.0,81
5,0.0024851,2049.0,1999.0,81
6,0.00271062,2207.0,2150.0,81
7,0.0029566,1958.0,1910.0,81
8,0.003,2188.0,2135.0,81
9,0.0034157,1591.0,1553.0,81
10,0.00355698,1530.0,1495.0,81
11,0.0037041,1392.0,1360.0,81
12,0.004,1212.0,1185.0,81
13,0.005,706.8,690.0,81
14,0.006,451.8,439.8,81
15,0.008,220.8,213.1,81
16,0.01,126.0,120.2,81
17,0.0126575,69.57,65.21,81
18,0.013639600000000002,147.3,112.6,81
19,0.014697899999999998,113.9,93.56,81
20,0.015,149.7,115.4,81
21,0.015346700000000001,141.6,109.7,81
22,0.02,83.61,67.61,81
23,0.03,29.29,24.67,81
24,0.04,13.85,11.73,81
25,0.05,7.751,6.513,81
26,0.06,4.838,4.003,81
27,0.08,2.332,1.844,81
28,0.08553039999999999,1.976,1.5390000000000001,81
29,0.1,5.398,2.0069999999999997,81
30,0.15,1.9569999999999999,1.044,81
31,0.2,0.9696,0.5753,81
32,0.3,0.3923,0.2393,81
33,0.4,0.2267,0.1334,81
34,0.5,0.158,0.08897000000000001,81
35,0.6,0.1226,0.06661,81
36,0.8,0.08751,0.04557,81
37,1.0,0.07031,0.036,81
38,1.25,0.058320000000000004,0.02955,81
39,1.5,0.051870000000000006,0.026160000000000003,81
40,2.0,0.045810000000000003,0.02345,81
41,3.0,0.0421,0.02309,81
42,4.0,0.04175,0.02437,81
43,5.0,0.042480000000000004,0.025869999999999997,81
44,6.0,0.043660000000000004,0.02731,81
45,8.0,0.04647,0.02975,81
46,10.0,0.04943,0.03167,81
47,15.0,0.056220000000000006,0.03463,81
48,20.0,0.06162,0.03578,81
0,0.001,5210.0,5197.0,82
1,0.0015,2356.0,2344.0,82
2,0.002,1285.0,1274.0,82
3,0.002484,800.6,789.5,82
4,0.00253429,1726.0,1682.0,82
5,0.0025856,1944.0,1895.0,82
6,0.003,1965.0,1913.0,82
7,0.0030664,1857.0,1808.0,82
8,0.0033013,1796.0,1748.0,82
9,0.0035542,1496.0,1459.0,82
10,0.00369948,1442.0,1405.0,82
11,0.0038507,1311.0,1279.0,82
12,0.004,1251.0,1221.0,82
13,0.005,730.4,712.4,82
14,0.006,467.2,454.6,82
15,0.008,228.7,220.7,82
16,0.01,130.6,124.7,82
17,0.0130352,67.01,62.7,82
18,0.015,111.6,91.0,82
19,0.0152,107.8,88.07,82
20,0.0155269,141.6,108.3,82
21,0.0158608,134.4,103.2,82
22,0.02,86.36,68.99,82
23,0.03,30.32,25.36,82
24,0.04,14.36,12.11,82
25,0.05,8.041,6.74,82
26,0.06,5.021,4.149,82
27,0.08,2.419,1.916,82
28,0.0880045,1.91,1.482,82
29,0.1,5.5489999999999995,1.976,82
30,0.15,2.0140000000000002,1.056,82
31,0.2,0.9985,0.587,82
32,0.3,0.4031,0.2455,82
33,0.4,0.2323,0.137,82
34,0.5,0.1614,0.09128,82
35,0.6,0.1248,0.06819,82
36,0.8,0.0887,0.046439999999999995,82
37,1.0,0.07102,0.036539999999999996,82
38,1.25,0.05876,0.02988,82
39,1.5,0.05222,0.0264,82
40,2.0,0.046060000000000004,0.0236,82
41,3.0,0.042339999999999996,0.023219999999999998,82
42,4.0,0.04197,0.02449,82
43,5.0,0.04272,0.026,82
44,6.0,0.043910000000000005,0.02744,82
45,8.0,0.04675,0.029889999999999996,82
46,10.0,0.04972,0.031810000000000005,82
47,15.0,0.05658,0.03478,82
48,20.0,0.062060000000000004,0.03595,82
0,0.001,5441.0,5427.0,83
1,0.0015,2468.0,2455.0,83
2,0.002,1348.0,1336.0,83
3,0.0025796,772.4,761.2,83
4,0.00263305,1850.0,1799.0,83
5,0.0026876,1852.0,1802.0,83
6,0.003,2053.0,1996.0,83
7,0.0031769,1774.0,1725.0,83
8,0.00342677,1707.0,1659.0,83
9,0.0036963,1415.0,1378.0,83
10,0.00384472,1366.0,1329.0,83
11,0.0039991,1243.0,1211.0,83
12,0.004,1296.0,1263.0,83
13,0.005,758.0,738.6,83
14,0.006,485.5,472.1,83
15,0.008,237.8,229.5,83
16,0.01,136.0,129.8,83
17,0.013418600000000001,64.91,60.64,83
18,0.015,116.0,93.58,83
19,0.0157111,102.7,83.46,83
20,0.0160457,135.1,102.4,83
21,0.0163875,128.2,97.69,83
22,0.02,89.52,70.6,83
23,0.03,31.52,26.17,83
24,0.04,14.95,12.55,83
25,0.05,8.379,7.004,83
26,0.06,5.233,4.32,83
27,0.08,2.522,1.999,83
28,0.09052589999999999,1.8559999999999999,1.4340000000000002,83
29,0.1,5.739,1.9509999999999998,83
30,0.15,2.082,1.071,83
31,0.2,1.033,0.6014,83
32,0.3,0.4163,0.2532,83
33,0.4,0.2391,0.1414,83
34,0.5,0.1656,0.09411,83
35,0.6,0.1277,0.07017000000000001,83
36,0.8,0.09036,0.047580000000000004,83
37,1.0,0.07214,0.0373,83
38,1.25,0.05955,0.030389999999999997,83
39,1.5,0.05285,0.02678,83
40,2.0,0.04659,0.02389,83
41,3.0,0.042789999999999995,0.023469999999999998,83
42,4.0,0.04242,0.02475,83
43,5.0,0.04317,0.026260000000000002,83
44,6.0,0.04437,0.027719999999999998,83
45,8.0,0.04725,0.0302,83
46,10.0,0.05025,0.03213,83
47,15.0,0.057210000000000004,0.03514,83
48,20.0,0.06276,0.03632,83
0,0.001,5724.0,5710.0,84
1,0.0015,2604.0,2591.0,84
2,0.002,1423.0,1411.0,84
3,0.002683,748.2,736.9,84
4,0.0027399,1941.0,1884.0,84
5,0.002798,1775.0,1726.0,84
6,0.003,2155.0,2090.0,84
7,0.0033019,1693.0,1645.0,84
8,0.00356733,1622.0,1576.0,84
9,0.0038541,1339.0,1303.0,84
10,0.004,1299.0,1264.0,84
11,0.0041494,1190.0,1158.0,84
12,0.005,793.1,772.1,84
13,0.006,508.5,494.2,84
14,0.008,249.4,240.6,84
15,0.01,142.7,136.3,84
16,0.013813800000000001,63.37,59.1,84
17,0.015,121.9,97.28,84
18,0.0162443,98.49,79.65,84
19,0.0165882,129.7,97.55,84
20,0.0169393,123.2,93.08,84
21,0.02,93.52,72.78,84
22,0.03,33.03,27.21,84
23,0.04,15.69,13.11,84
24,0.05,8.802,7.334,84
25,0.06,5.499,4.532,84
26,0.08,2.6489999999999996,2.103,84
27,0.093105,1.82,1.4,84
28,0.1,5.9910000000000005,1.936,84
29,0.15,2.17,1.095,84
30,0.2,1.078,0.6207,84
31,0.3,0.4335,0.263,84
32,0.4,0.2483,0.1471,84
33,0.5,0.1714,0.09781000000000001,84
34,0.6,0.1318,0.07281,84
35,0.8,0.09286,0.04916,84
36,1.0,0.07391,0.03839,84
37,1.25,0.06087000000000001,0.03117,84
38,1.5,0.053939999999999995,0.0274,84
39,2.0,0.04749,0.024380000000000002,84
40,3.0,0.04362,0.02392,84
41,4.0,0.043230000000000005,0.02521,84
42,5.0,0.043989999999999994,0.026739999999999996,84
43,6.0,0.045219999999999996,0.02822,84
44,8.0,0.04816,0.030739999999999996,84
45,10.0,0.05124,0.03271,84
46,15.0,0.05835,0.035769999999999996,84
47,20.0,0.06398,0.03694,84
0,0.001,5868.0,5854.0,85
1,0.00102078,5651.0,5637.0,85
2,0.001042,5435.0,5420.0,85
3,0.0015,2731.0,2717.0,85
4,0.002,1495.0,1482.0,85
5,0.0027867,722.5,711.2,85
6,0.00284705,1928.0,1869.0,85
7,0.0029087,1686.0,1638.0,85
8,0.003,2250.0,2178.0,85
9,0.003426,1614.0,1566.0,85
10,0.004,1275.0,1240.0,85
11,0.004008,1269.0,1233.0,85
12,0.00415963,1234.0,1196.0,85
13,0.004317,1126.0,1095.0,85
14,0.005,825.1,802.5,85
15,0.006,529.9,514.6,85
16,0.008,260.1,250.9,85
17,0.01,149.0,142.3,85
18,0.014213499999999999,61.62,57.38,85
19,0.015,127.9,100.8,85
20,0.0167847,94.17,75.76,85
21,0.0171352,133.8,92.64,85
22,0.017493,118.1,88.47,85
23,0.02,97.04,74.46,85
24,0.03,34.42,28.12,85
25,0.04,16.38,13.61,85
26,0.05,9.196,7.6370000000000005,85
27,0.06,5.747999999999999,4.729,85
28,0.08,2.7689999999999997,2.2,85
29,0.09572989999999999,1.777,1.361,85
30,0.1,6.1739999999999995,1.8969999999999998,85
31,0.15,2.249,1.112,85
32,0.2,1.1179999999999999,0.6369,85
33,0.3,0.4491,0.2718,85
34,0.4,0.2565,0.1522,85
35,0.5,0.1765,0.1012,85
36,0.6,0.1354,0.07517,85
37,0.8,0.09495,0.05055,85
38,1.0,0.07537999999999999,0.03934,85
39,1.25,0.06189,0.031810000000000005,85
40,1.5,0.05479,0.02791,85
41,2.0,0.04821,0.02478,85
42,3.0,0.044239999999999995,0.02427,85
43,4.0,0.04383,0.02556,85
44,5.0,0.044610000000000004,0.0271,85
45,6.0,0.04585,0.028589999999999997,85
46,8.0,0.04883,0.03113,85
47,10.0,0.05195,0.03311,85
48,15.0,0.059179999999999996,0.03619,85
49,20.0,0.06493,0.03739,85
0,0.001,5826.0,5812.0,86
1,0.00104738,5354.0,5340.0,86
2,0.001097,4909.0,4895.0,86
3,0.0015,2719.0,2706.0,86
4,0.002,1490.0,1478.0,86
5,0.0028924,663.4,652.6,86
6,0.003,1554.0,1507.0,86
7,0.0030215,1524.0,1479.0,86
8,0.00326957,1867.0,1804.0,86
9,0.003538,1479.0,1433.0,86
10,0.004,1266.0,1229.0,86
11,0.004159,1148.0,1115.0,86
12,0.00431748,1112.0,1080.0,86
13,0.004482,1017.0,987.7,86
14,0.005,816.3,793.1,86
15,0.006,524.0,508.5,86
16,0.008,257.7,248.5,86
17,0.01,147.7,141.1,86
18,0.0146194,56.97,52.96,86
19,0.015,125.9,98.07,86
20,0.017337099999999998,85.57,68.51,86
21,0.0176895,122.5,83.66,86
22,0.018049000000000003,107.7,80.02,86
23,0.02,95.63,72.31,86
24,0.03,34.08,27.6,86
25,0.04,16.24,13.42,86
26,0.05,9.125,7.5520000000000005,86
27,0.06,5.706,4.686,86
28,0.08,2.7489999999999997,2.185,86
29,0.09840399999999999,1.649,1.258,86
30,0.1,6.086,1.766,86
31,0.15,2.215,1.073,86
32,0.2,1.101,0.6204,86
33,0.3,0.442,0.2668,86
34,0.4,0.2518,0.1496,86
35,0.5,0.1728,0.09941,86
36,0.6,0.1322,0.07377,86
37,0.8,0.0923,0.04942,86
38,1.0,0.07303,0.03832,86
39,1.25,0.05984,0.030889999999999997,86
40,1.5,0.0529,0.027039999999999998,86
41,2.0,0.04649,0.02396,86
42,3.0,0.04264,0.02344,86
43,4.0,0.04224,0.02469,86
44,5.0,0.042980000000000004,0.0262,86
45,6.0,0.044180000000000004,0.02766,86
46,8.0,0.04705,0.030160000000000003,86
47,10.0,0.050069999999999996,0.03216,86
48,15.0,0.05704,0.035339999999999996,86
49,20.0,0.0626,0.0367,86
0,0.001,6238.0,6224.0,87
1,0.00107378,5356.0,5342.0,87
2,0.001153,4673.0,4659.0,87
3,0.0015,2846.0,2833.0,87
4,0.002,1562.0,1549.0,87
5,0.0029999,641.4,630.6,87
6,0.003,1994.0,1928.0,87
7,0.0031362,1449.0,1405.0,87
8,0.00338938,1761.0,1700.0,87
9,0.003663,1415.0,1370.0,87
10,0.004,1322.0,1281.0,87
11,0.004327,1086.0,1053.0,87
12,0.00448656,1059.0,1023.0,87
13,0.004652,966.6,937.7,87
14,0.005,848.9,823.8,87
15,0.006,545.1,528.5,87
16,0.008,268.4,258.8,87
17,0.01,153.9,147.1,87
18,0.015,55.73,51.74,87
19,0.015031200000000002,55.44,51.46,87
20,0.016406,103.1,80.86,87
21,0.0179065,81.84,65.21,87
22,0.018269099999999996,117.9,79.47,87
23,0.018639,103.1,76.02,87
24,0.02,99.33,73.95,87
25,0.03,35.5,28.49,87
26,0.04,16.94,13.91,87
27,0.05,9.525,7.851,87
28,0.06,5.959,4.881,87
29,0.08,2.8710000000000004,2.283,87
30,0.1,1.655,1.261,87
31,0.101137,1.61,1.224,87
32,0.15,2.295,1.087,87
33,0.2,1.141,0.6351,87
34,0.3,0.4577,0.275,87
35,0.4,0.2601,0.1542,87
36,0.5,0.178,0.1025,87
37,0.6,0.1358,0.07597000000000001,87
38,0.8,0.09444,0.05067,87
39,1.0,0.0745,0.0392,87
40,1.25,0.06087000000000001,0.03151,87
41,1.5,0.05376,0.02752,87
42,2.0,0.04721,0.024319999999999998,87
43,3.0,0.04324,0.023719999999999998,87
44,4.0,0.04283,0.02495,87
45,5.0,0.04358,0.026439999999999998,87
46,6.0,0.044789999999999996,0.027880000000000002,87
47,8.0,0.047689999999999996,0.030330000000000003,87
48,10.0,0.050769999999999996,0.03227,87
49,15.0,0.05786,0.03525,87
50,20.0,0.0635,0.036410000000000005,87
0,0.001,6201.0,6187.0,88
1,0.0010284,5895.0,5881.0,88
2,0.0010576,5602.0,5588.0,88
3,0.00113049,5019.0,5005.0,88
4,0.0012084,4424.0,4411.0,88
5,0.0015,2950.0,2937.0,88
6,0.002,1620.0,1608.0,88
7,0.003,666.4,655.5,88
8,0.0031049,616.9,606.1,88
9,0.00317584,1506.0,1457.0,88
10,0.0032484,1374.0,1331.0,88
11,0.0035096,1647.0,1587.0,88
12,0.0037918,1342.0,1297.0,88
13,0.004,1367.0,1322.0,88
14,0.0044895,1024.0,991.7,88
15,0.00465278,999.5,964.3,88
16,0.004822,912.9,884.6,88
17,0.005,874.1,847.2,88
18,0.006,561.3,543.8,88
19,0.008,276.9,266.9,88
20,0.01,158.9,151.9,88
21,0.015,57.6,53.53,88
22,0.015444399999999999,53.55,49.62,88
23,0.016896099999999997,98.39,76.77,88
24,0.0184843,77.66,61.6,88
25,0.0188568,112.6,75.0,88
26,0.019236700000000002,97.99,71.75,88
27,0.02,102.3,74.96,88
28,0.03,36.64,29.13,88
29,0.04,17.5,14.29,88
30,0.05,9.85,8.088,88
31,0.06,6.166,5.039,88
32,0.08,2.971,2.363,88
33,0.1,1.712,1.308,88
34,0.103922,1.56,1.181,88
35,0.15,2.355,1.091,88
36,0.2,1.172,0.644,88
37,0.3,0.4696,0.2811,88
38,0.4,0.2662,0.158,88
39,0.5,0.1817,0.105,88
40,0.6,0.1383,0.07772000000000001,88
41,0.8,0.09579,0.05165,88
42,1.0,0.07535,0.039830000000000004,88
43,1.25,0.06141,0.03191,88
44,1.5,0.05415,0.02779,88
45,2.0,0.047510000000000004,0.02452,88
46,3.0,0.04348,0.02387,88
47,4.0,0.043039999999999995,0.02509,88
48,5.0,0.043789999999999996,0.02658,88
49,6.0,0.045,0.02802,88
50,8.0,0.04793,0.0305,88
51,10.0,0.051019999999999996,0.03245,88
52,15.0,0.05815,0.03549,88
53,20.0,0.06383,0.036680000000000004,88
0,0.001,6469.0,6455.0,89
1,0.00103923,6034.0,6020.0,89
2,0.00108,5622.0,5608.0,89
3,0.00117069,4905.0,4891.0,89
4,0.001269,4203.0,4190.0,89
5,0.0015,3082.0,3069.0,89
6,0.002,1696.0,1683.0,89
7,0.003,698.1,687.0,89
8,0.003219,595.9,585.1,89
9,0.00329373,1404.0,1358.0,89
10,0.0033702,1307.0,1264.0,89
11,0.00362962,1564.0,1508.0,89
12,0.003909,1296.0,1252.0,89
13,0.004,1426.0,1377.0,89
14,0.004656,974.5,942.8,89
15,0.005,868.7,840.8,89
16,0.005002,867.8,839.9,89
17,0.006,582.9,564.1,89
18,0.008,287.8,277.3,89
19,0.01,165.3,158.0,89
20,0.015,60.02,55.83,89
21,0.015871,52.13,48.23,89
22,0.017403099999999998,104.2,73.5,89
23,0.019083199999999998,74.26,58.65,89
24,0.0194579,107.9,71.33,89
25,0.01984,94.03,68.31,89
26,0.02,106.2,76.45,89
27,0.03,38.11,30.0,89
28,0.04,18.23,14.79,89
29,0.05,10.27,8.396,89
30,0.06,6.433,5.242000000000001,89
31,0.08,3.1,2.465,89
32,0.1,1.786,1.367,89
33,0.10675599999999999,1.525,1.15,89
34,0.15,2.434,1.1,89
35,0.2,1.213,0.6581,89
36,0.3,0.4859,0.2896,89
37,0.4,0.2749,0.1632,89
38,0.5,0.1872,0.1085,89
39,0.6,0.1421,0.08018,89
40,0.8,0.09804,0.053110000000000004,89
41,1.0,0.07686,0.0408,89
42,1.25,0.06251,0.03258,89
43,1.5,0.05504,0.028310000000000002,89
44,2.0,0.04822,0.0249,89
45,3.0,0.04409,0.02419,89
46,4.0,0.04363,0.02539,89
47,5.0,0.04438,0.02688,89
48,6.0,0.0456,0.028319999999999998,89
49,8.0,0.04856,0.030789999999999998,89
50,10.0,0.05171,0.03275,89
51,15.0,0.05895,0.03575,89
52,20.0,0.06473,0.03692,89
0,0.001,6614.0,6600.0,90
1,0.00108088,5747.0,5733.0,90
2,0.0011683,4976.0,4962.0,90
3,0.0012463,4463.0,4449.0,90
4,0.0013295,3937.0,3924.0,90
5,0.0015,3161.0,3148.0,90
6,0.002,1742.0,1729.0,90
7,0.003,718.0,707.0,90
8,0.003332,567.1,556.5,90
9,0.00341048,1304.0,1260.0,90
10,0.0034908,1226.0,1185.0,90
11,0.004,1253.0,1208.0,90
12,0.0040461,1217.0,1174.0,90
13,0.00442089,1137.0,1098.0,90
14,0.0048304,910.3,879.7,90
15,0.005,887.8,858.1,90
16,0.0051823,812.9,785.9,90
17,0.006,594.5,574.9,90
18,0.008,293.9,283.0,90
19,0.01,168.9,161.5,90
20,0.015,61.41,57.18,90
21,0.0163003,49.91,46.11,90
22,0.0179166,99.24,69.24,90
23,0.0196932,69.84,54.92,90
24,0.02,93.68,67.14,90
25,0.020472099999999997,88.51,63.83,90
26,0.03,38.92,30.32,90
27,0.04,18.65,15.03,90
28,0.05,10.52,8.558,90
29,0.06,6.5920000000000005,5.355,90
30,0.08,3.178,2.526,90
31,0.1,1.83,1.403,90
32,0.109651,1.465,1.1,90
33,0.15,2.472,1.09,90
34,0.2,1.234,0.6603,90
35,0.3,0.4939,0.2931,90
36,0.4,0.2789,0.1656,90
37,0.5,0.1895,0.1101,90
38,0.6,0.1435,0.08127999999999999,90
39,0.8,0.09861,0.05366,90
40,1.0,0.07708999999999999,0.041089999999999995,90
41,1.25,0.06251,0.03269,90
42,1.5,0.054979999999999994,0.028339999999999997,90
43,2.0,0.048119999999999996,0.02487,90
44,3.0,0.04396,0.02411,90
45,4.0,0.04347,0.02528,90
46,5.0,0.04421,0.026739999999999996,90
47,6.0,0.04542,0.02817,90
48,8.0,0.04836,0.0306,90
49,10.0,0.05149,0.03253,90
50,15.0,0.058710000000000005,0.0355,90
51,20.0,0.06447,0.03664,90
0,0.001,6530.0,6515.0,91
1,0.00100334,6490.0,6476.0,91
2,0.0010067,6451.0,6437.0,91
3,0.00111018,5755.0,5740.0,91
4,0.0012243,4794.0,4780.0,91
5,0.00130316,4311.0,4296.0,91
6,0.0013871,3815.0,3801.0,91
7,0.0015,3327.0,3313.0,91
8,0.002,1834.0,1821.0,91
9,0.003,755.8,744.4,91
10,0.0034418,554.8,544.0,91
11,0.00352548,1266.0,1222.0,91
12,0.0036112,1185.0,1144.0,91
13,0.004,1315.0,1265.0,91
14,0.0041738,1182.0,1139.0,91
15,0.005,875.9,845.4,91
16,0.0050009,875.5,845.0,91
17,0.00518067,851.4,821.9,91
18,0.0053669,781.0,754.1,91
19,0.006,621.7,600.4,91
20,0.008,307.4,295.8,91
21,0.01,176.9,169.0,91
22,0.015,64.42,60.0,91
23,0.016733099999999997,49.03,45.22,91
24,0.02,70.25,54.86,91
25,0.0203137,67.47,52.84,91
26,0.0207054,89.95,64.18,91
27,0.021104599999999998,85.76,61.53,91
28,0.03,40.77,31.46,91
29,0.04,19.57,15.67,91
30,0.05,11.05,8.95,91
31,0.06,6.928999999999999,5.612,91
32,0.08,3.342,2.655,91
33,0.1,1.9240000000000002,1.4769999999999999,91
34,0.11260099999999999,1.445,1.081,91
35,0.15,2.575,1.1059999999999999,91
36,0.2,1.288,0.6792,91
37,0.3,0.5152,0.3042,91
38,0.4,0.2904,0.1723,91
39,0.5,0.1969,0.1146,91
40,0.6,0.1487,0.08453,91
41,0.8,0.1018,0.05563,91
42,1.0,0.07937000000000001,0.04247,91
43,1.25,0.0642,0.03367,91
44,1.5,0.05637,0.029110000000000004,91
45,2.0,0.04927,0.02547,91
46,3.0,0.04496,0.024630000000000003,91
47,4.0,0.04445,0.0258,91
48,5.0,0.04519,0.02727,91
49,6.0,0.04641,0.0287,91
50,8.0,0.04943,0.03117,91
51,10.0,0.052610000000000004,0.03311,91
52,15.0,0.06,0.03609,91
53,20.0,0.06592,0.037239999999999995,91
0,0.001,6626.0,6612.0,92
1,0.0010222,6375.0,6360.0,92
2,0.0010449,6127.0,6112.0,92
3,0.00115314,5446.0,5431.0,92
4,0.0012726,4526.0,4511.0,92
5,0.00135409,4065.0,4051.0,92
6,0.0014408,3598.0,3584.0,92
7,0.0015,3382.0,3368.0,92
8,0.002,1865.0,1852.0,92
9,0.003,769.2,757.8,92
10,0.0035517,525.7,515.1,92
11,0.00363859,1188.0,1142.0,92
12,0.0037276,1112.0,1072.0,92
13,0.004,1329.0,1277.0,92
14,0.0043034,1110.0,1068.0,92
15,0.005,889.1,856.9,92
16,0.0051822,811.8,782.5,92
17,0.00536198,791.5,763.2,92
18,0.005548,728.2,702.2,92
19,0.006,628.4,606.2,92
20,0.008,310.8,298.9,92
21,0.01,179.1,171.1,92
22,0.015,65.28,60.84,92
23,0.0171663,46.63,42.93,92
24,0.02,71.06,54.96,92
25,0.0209476,63.0,49.14,92
26,0.021348699999999998,95.15,59.59,92
27,0.0217574,80.23,57.15,92
28,0.03,41.28,31.49,92
29,0.04,19.83,15.76,92
30,0.05,11.21,9.033999999999999,92
31,0.06,7.035,5.678,92
32,0.08,3.395,2.695,92
33,0.1,1.954,1.5019999999999998,92
34,0.115606,1.3780000000000001,1.0270000000000001,92
35,0.15,2.591,1.083,92
36,0.2,1.298,0.6746,92
37,0.3,0.5192,0.305,92
38,0.4,0.2922,0.1732,92
39,0.5,0.1976,0.1152,92
40,0.6,0.149,0.08494,92
41,0.8,0.1016,0.05574,92
42,1.0,0.07896,0.04241,92
43,1.25,0.0637,0.033510000000000005,92
44,1.5,0.05587,0.02891,92
45,2.0,0.048780000000000004,0.025230000000000002,92
46,3.0,0.044469999999999996,0.02434,92
47,4.0,0.04392,0.02546,92
48,5.0,0.04463,0.026889999999999997,92
49,6.0,0.04583,0.02829,92
50,8.0,0.04879,0.030680000000000002,92
51,10.0,0.05195,0.03259,92
52,15.0,0.05927,0.035519999999999996,92
53,20.0,0.06512000000000001,0.03662,92
